,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,sex_Female,sex_Male,native-country_Non-US,native-country_US,income
43,0.1625243,0.13435176,0.5593123,0.21050423,-0.13397709,0.51411295,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
44,0.116542555,0.23963808,0.49850476,0.30260903,0.14963019,0.58748496,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
45,,,,,,,,,,,,,,,,,,,,,
46,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
47,0.39389002,-0.25674078,0.78739786,0.120578855,-0.07260117,0.56533664,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
48,0.26939505,0.24280716,0.3919118,0.12264757,-0.00837034,0.28762668,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
49,0.12675121,0.21331221,0.6861683,0.2526359,0.002603978,0.44581556,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
50,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
51,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
52,,,,,,,,,,,,,,,,,,,,,
53,0.06957789,0.17213646,0.86500555,0.19906591,-0.113251716,0.4477424,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
54,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
55,0.5320946,0.014941841,0.7218329,0.1450403,0.120512694,0.32945734,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
56,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
57,0.52474517,0.030795902,0.7155799,0.13240218,0.12016025,0.32443434,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
58,0.457223,0.053890318,0.7091661,0.17082162,0.090821624,0.34737867,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
59,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,
61,0.17232797,0.11356412,0.077621,0.44419086,0.030937403,0.5631407,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
62,0.29735267,0.12197724,0.49417812,0.35261405,-0.03316194,0.32093424,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
63,,,,,,,,,,,,,,,,,,,,,
64,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
65,0.53102714,0.025140256,0.717806,0.13318881,0.12205714,0.32461536,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
66,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
67,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
68,0.6808618,-0.13329312,0.83357567,0.15831786,0.19620892,0.34302884,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
69,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
70,0.16594799,0.13932845,0.64437014,0.27908754,-0.02131769,0.3698422,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
71,0.20179833,0.1301398,0.7139512,0.08664955,-0.026549429,0.6168253,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
72,0.17760503,0.16942811,0.62368923,0.20039262,0.115557075,0.70238715,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
73,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
74,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
75,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
76,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
77,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
78,0.1473346,0.15803199,0.3931579,0.37475264,0.12658545,0.58354276,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
79,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
80,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
81,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
82,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
83,0.32932505,0.27829567,0.6063495,0.14102088,0.25359198,0.53450245,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
84,,,,,,,,,,,,,,,,,,,,,
85,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
86,0.70745456,-0.2629263,0.8634507,0.2878253,0.16976267,0.3651566,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
87,,,,,,,,,,,,,,,,,,,,,
88,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
89,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
90,,,,,,,,,,,,,,,,,,,,,
91,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
92,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
93,0.31450808,0.079591796,0.6113323,0.29548752,0.27980015,0.46263528,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
94,0.19211587,0.3091253,0.6448747,0.10011874,0.115371406,0.55021966,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
95,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
96,,,,,,,,,,,,,,,,,,,,,
97,0.4592278,0.06119874,0.70371956,0.16162309,0.09162301,0.3444594,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
98,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
99,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
100,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,
102,0.21333377,-0.10195151,0.7352649,0.21064399,-0.23579344,0.42604497,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
103,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
104,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
105,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,
107,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
108,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
109,0.26778197,0.03814313,0.5231528,0.40049022,-0.09943318,0.3320039,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
110,0.13314156,0.2202538,0.8228598,0.10199328,0.113612026,0.7725973,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
111,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,
113,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
114,0.20782816,0.14328846,0.5082908,0.30303407,-0.0004428923,0.33968452,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
115,0.19211552,0.30912566,0.64487463,0.10011804,0.1153706,0.550219,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
116,0.32932517,0.27829581,0.6063494,0.14102027,0.2535914,0.5345016,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
117,0.6992956,-0.2520773,0.8575221,0.28367198,0.1669491,0.36431676,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
118,0.32932505,0.27829567,0.6063495,0.14102088,0.25359198,0.53450245,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
119,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
120,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
121,,,,,,,,,,,,,,,,,,,,,
122,0.17294319,0.014198273,0.61627764,0.32204372,-0.08686206,0.3227799,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
123,,,,,,,,,,,,,,,,,,,,,
124,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
125,,,,,,,,,,,,,,,,,,,,,
126,0.2036455,0.23595679,0.61029416,0.31213027,0.18929568,0.2817306,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
127,0.36441815,0.011117712,0.761795,0.21891493,0.2847233,0.44252282,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
128,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
129,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
130,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
131,0.29136807,-0.25363937,0.3681385,0.27671582,-0.040861934,0.36662638,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
132,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
133,,,,,,,,,,,,,,,,,,,,,
134,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
135,,,,,,,,,,,,,,,,,,,,,
136,0.19211549,0.30912584,0.6448746,0.10011785,0.11537048,0.55021876,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
137,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
138,0.020230725,0.15753655,0.62084156,0.2554387,-0.015034705,0.65471154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
139,0.2693951,0.24280713,0.39191186,0.12264757,-0.00837028,0.2876267,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
140,0.26939505,0.24280716,0.3919118,0.12264757,-0.00837034,0.28762668,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
141,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
142,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
143,0.20978954,0.20350479,0.6537658,0.29696268,0.29568437,0.38651356,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
144,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
145,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
146,0.5311119,0.025493115,0.717036,0.13320193,0.12177321,0.32486755,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
147,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
148,0.28486282,0.37606958,0.57773787,0.046812028,0.18485424,0.48914957,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
149,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
150,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
151,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
152,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
153,0.116542555,0.23963808,0.49850476,0.30260903,0.14963019,0.58748496,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
154,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
155,0.32932505,0.27829567,0.6063495,0.14102088,0.25359198,0.53450245,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
156,0.13314156,0.2202538,0.8228598,0.10199328,0.113612026,0.7725973,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
157,0.18471327,0.32706797,0.6260678,0.22486852,0.32389638,0.69918203,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
158,0.09534838,0.07722491,0.45244926,0.3466251,0.0111248195,0.7264023,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
159,0.29419917,0.06515151,0.6805059,0.1948425,0.16336939,0.41768762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
